RAh,RAm,RAs,DE-,DEd,DEm,DEs,PosErr,z,e_z,source,Rmag,e_Rmag
09,16,04.973,+,29,52,11.01,0.5,0.537100,NULL,LRIS 2007,20.465,0.005
09,16,05.165,+,29,52,00.48,0.5,0.804920,0.000107,DEIMOS 2011A,21.467,0.010
09,16,05.165,+,29,52,00.48,0.5,0.525487,0.000066,DEIMOS 2011A,21.467,0.010
09,16,05.282,+,29,47,19.38,0.5,0.674100,0.000107,DEIMOS 2011A,21.354,0.008
09,16,05.282,+,29,47,19.38,0.5,0.537612,0.000016,DEIMOS 2011A,21.354,0.008
09,16,05.517,+,29,52,06.42,0.5,0.528064,0.000006,DEIMOS 2011A,22.358,0.015
09,16,05.528,+,29,50,41.09,0.5,0.807047,0.000107,DEIMOS 2011A,22.474,0.017
09,16,05.646,+,29,51,57.59,0.5,0.607968,0.000006,DEIMOS 2011A,21.388,0.008
09,16,05.701,+,29,47,45.56,0.5,0.536430,0.000039,DEIMOS 2011A,22.386,0.017
09,16,05.704,+,29,52,48.60,0.5,0.527048,0.000059,DEIMOS 2011A,20.433,0.004
09,16,05.712,+,29,52,06.66,0.5,0.526043,0.000025,DEIMOS 2011A,21.377,0.008
09,16,05.765,+,29,55,26.15,0.5,0.527093,0.000051,DEIMOS 2011A,21.383,0.009
09,16,05.920,+,29,48,39.81,0.5,0.535288,0.000063,DEIMOS 2011A,21.657,0.010
09,16,05.950,+,29,50,01.05,0.5,0.537644,0.000038,DEIMOS 2011A,20.777,0.007
09,16,05.978,+,29,54,42.86,0.5,0.527192,0.000045,DEIMOS 2011A,22.273,0.018
09,16,06.008,+,29,53,22.14,0.5,0.529980,0.000107,DEIMOS 2011A,23.236,0.042
09,16,06.045,+,29,46,41.22,0.5,0.887711,0.000006,DEIMOS 2011A,22.577,0.018
09,16,06.205,+,29,53,15.34,0.5,0.528201,0.000012,DEIMOS 2012B,22.955,0.024
09,16,06.285,+,29,53,20.87,0.5,0.526016,0.000052,DEIMOS 2011A,22.143,0.012
09,16,06.308,+,29,46,30.87,0.5,0.186657,0.000007,DEIMOS 2011A,22.070,0.014
09,16,06.325,+,29,50,54.96,0.5,0.184911,0.000004,DEIMOS 2011A,19.534,0.001
09,16,06.455,+,29,54,20.18,0.5,0.528444,0.000089,DEIMOS 2012B,23.031,0.026
09,16,06.498,+,29,49,20.50,0.5,0.462779,0.000008,DEIMOS 2011A,22.235,0.014
09,16,06.553,+,29,55,07.13,0.5,0.500851,0.000010,DEIMOS 2012B,22.173,0.017
09,16,06.743,+,29,53,50.07,0.5,0.528172,0.000056,DEIMOS 2011A,22.389,0.015
09,16,06.756,+,29,51,22.67,0.5,0.536913,0.000031,DEIMOS 2011A,20.478,0.004
09,16,07.268,+,29,51,47.19,0.5,0.499570,0.000023,DEIMOS 2011A,20.796,0.004
09,16,07.290,+,29,52,23.22,0.5,0.529618,0.000023,DEIMOS 2012B,22.168,0.013
09,16,07.298,+,29,48,15.54,0.5,0.099526,0.000001,DEIMOS 2011A,21.815,0.009
09,16,07.469,+,29,49,23.38,0.5,0.506467,0.000022,DEIMOS 2011A,22.696,0.024
09,16,07.485,+,29,51,46.38,0.5,0.527507,0.000108,DEIMOS 2011A,22.642,0.018
09,16,07.768,+,29,54,21.41,0.5,1.011480,0.000087,DEIMOS 2011A,23.500,0.046
09,16,07.781,+,29,49,38.51,0.5,0.535589,0.000048,DEIMOS 2011A,21.490,0.009
09,16,07.784,+,29,54,01.47,0.5,0.606055,0.000020,DEIMOS 2012B,22.326,0.016
09,16,07.793,+,29,52,07.48,0.5,0.530210,0.000060,DEIMOS 2012B,21.507,0.009
09,16,07.811,+,29,48,49.99,0.5,1.159040,0.000107,DEIMOS 2011A,22.089,0.017
09,16,07.811,+,29,48,49.99,0.5,0.734032,0.000047,DEIMOS 2011A,22.089,0.017
09,16,07.860,+,29,55,16.13,0.5,0.536065,0.000003,DEIMOS 2011A,21.575,0.009
09,16,07.917,+,29,54,10.00,0.5,0.901870,0.000097,DEIMOS 2011A,22.702,0.025
09,16,07.944,+,29,54,00.60,0.5,0.528900,0.000107,DEIMOS 2012B,24.132,0.051
09,16,07.952,+,29,49,38.23,0.5,0.534652,0.000018,DEIMOS 2011A,21.894,0.013
09,16,07.990,+,29,52,10.59,0.5,0.529250,NULL,DEIMOS 2011A,22.556,0.024
09,16,08.010,+,29,52,43.76,0.5,0.526424,0.000038,DEIMOS 2011A,22.178,0.016
09,16,08.096,+,29,52,04.28,0.5,0.527758,0.000042,DEIMOS 2011A,20.397,0.004
09,16,08.096,+,29,52,04.28,0.5,0.526800,NULL,LRIS 2007,20.397,0.004
09,16,08.158,+,29,52,32.60,0.5,0.592379,0.000032,DEIMOS 2011A,19.836,0.003
09,16,08.158,+,29,48,48.54,0.5,0.537300,0.000024,DEIMOS 2011A,20.520,0.005
09,16,08.377,+,29,51,48.55,0.5,0.498964,0.000044,DEIMOS 2011A,22.211,0.013
09,16,08.405,+,29,52,02.51,0.5,0.501714,0.000009,DEIMOS 2011A,22.944,0.033
09,16,08.490,+,29,53,35.36,0.5,0.535704,0.000019,DEIMOS 2011A,22.577,0.019
09,16,08.572,+,29,49,45.97,0.5,0.533170,0.000080,DEIMOS 2011A,21.831,0.010
09,16,08.580,+,29,49,17.95,0.5,1.159330,0.000062,DEIMOS 2011A,23.222,0.031
09,16,08.623,+,29,53,28.48,0.5,0.380925,0.000013,DEIMOS 2011A,20.534,0.004
09,16,08.628,+,29,52,10.86,0.5,0.526900,0.000107,DEIMOS 2012B,21.880,0.011
09,16,08.628,+,29,52,10.86,0.5,0.526700,0.000131,DEIMOS 2011A,21.880,0.011
09,16,08.640,+,29,52,07.97,0.5,0.836987,0.000025,DEIMOS 2012B,22.266,0.016
09,16,08.689,+,29,50,53.43,0.5,0.530329,0.000049,DEIMOS 2011A,22.245,0.016
09,16,08.692,+,29,48,20.70,0.5,0.899864,0.000021,DEIMOS 2011A,22.084,0.015
09,16,08.885,+,29,51,17.10,0.5,0.592710,0.000056,DEIMOS 2011A,21.372,0.007
09,16,09.130,+,29,50,06.61,0.5,0.503077,0.000020,DEIMOS 2011A,23.310,0.032
09,16,09.436,+,29,47,22.06,0.5,0.840487,0.000124,DEIMOS 2011A,22.991,0.027
09,16,09.447,+,29,52,28.50,0.5,0.701080,0.000020,DEIMOS 2011A,21.945,0.012
09,16,09.463,+,29,52,18.30,0.5,0.591232,0.000040,DEIMOS 2011A,20.589,0.005
09,16,09.498,+,29,51,45.28,0.5,0.186274,0.000053,DEIMOS 2011A,19.109,0.001
09,16,09.839,+,29,54,51.67,0.5,0.528790,0.000013,DEIMOS 2012B,21.725,0.009
09,16,09.861,+,29,51,30.08,0.5,0.533273,0.000043,DEIMOS 2011A,20.825,0.005
09,16,09.861,+,29,51,30.08,0.5,0.529600,NULL,LRIS 2007,20.825,0.005
09,16,09.964,+,29,52,10.39,0.5,0.525513,0.000009,DEIMOS 2012B,20.634,0.005
09,16,10.112,+,29,49,39.96,0.5,0.526926,0.000036,DEIMOS 2011A,22.319,0.016
09,16,10.143,+,29,50,35.20,0.5,0.367422,0.000006,DEIMOS 2011A,21.602,0.009
09,16,10.410,+,29,53,14.81,0.5,0.498113,0.000020,DEIMOS 2012B,23.434,0.045
09,16,10.493,+,29,53,19.53,0.5,0.700617,0.000039,DEIMOS 2011A,21.438,0.008
09,16,10.658,+,29,51,14.46,0.5,0.702245,0.000007,DEIMOS 2011A,22.295,0.016
09,16,10.658,+,29,51,14.46,0.5,0.702210,0.000004,DEIMOS 2011A,22.295,0.016
09,16,10.753,+,29,50,09.56,0.5,0.532074,0.000061,DEIMOS 2011A,22.166,0.011
09,16,10.913,+,29,49,15.18,0.5,0.535152,0.000063,DEIMOS 2011A,21.342,0.007
09,16,10.931,+,29,52,15.15,0.5,0.528550,NULL,DEIMOS 2011A,20.240,0.004
09,16,10.933,+,29,52,09.04,0.5,0.534392,0.000078,DEIMOS 2012B,21.446,0.010
09,16,10.955,+,29,52,54.81,0.5,0.536706,0.000008,DEIMOS 2011A,22.587,0.020
09,16,10.980,+,29,53,54.75,0.5,0.538106,0.000003,DEIMOS 2011A,21.904,0.010
09,16,11.024,+,29,49,46.77,0.5,1.036170,0.000052,DEIMOS 2011A,22.409,0.020
09,16,11.035,+,29,51,19.88,0.5,0.528400,NULL,LRIS 2007,19.911,0.002
09,16,11.048,+,29,53,44.26,0.5,0.568548,0.000054,DEIMOS 2011A,21.753,0.009
09,16,11.134,+,29,51,27.17,0.5,0.136478,0.000002,DEIMOS 2012B,21.829,0.013
09,16,11.163,+,29,54,38.97,0.5,0.353012,0.000036,DEIMOS 2011A,21.687,0.011
09,16,11.169,+,29,51,46.26,0.5,0.535740,0.000042,DEIMOS 2011A,20.543,0.004
09,16,11.311,+,29,52,10.08,0.5,0.527506,0.000010,DEIMOS 2011A,20.898,0.006
09,16,11.311,+,29,52,10.08,0.5,0.532400,NULL,LRIS 2007,20.898,0.006
09,16,11.375,+,29,52,19.36,0.5,0.526480,NULL,DEIMOS 2011A,21.122,0.007
09,16,11.483,+,29,53,58.47,0.5,0.538028,0.000016,DEIMOS 2012B,22.663,0.020
09,16,11.517,+,29,47,50.75,0.5,0.694447,0.000039,DEIMOS 2011A,23.201,0.039
09,16,11.582,+,29,51,35.99,0.5,0.532466,0.000074,DEIMOS 2011A,20.967,0.005
09,16,11.873,+,29,53,25.96,0.5,0.537626,0.000047,DEIMOS 2011A,21.448,0.008
09,16,11.897,+,29,51,04.11,0.5,0.538590,0.000097,DEIMOS 2012B,22.866,0.024
09,16,12.068,+,29,51,31.33,0.5,0.533305,0.000049,DEIMOS 2012B,21.945,0.010
09,16,12.168,+,29,54,22.33,0.5,0.537763,0.000025,DEIMOS 2011A,20.092,0.003
09,16,12.255,+,29,49,52.97,0.5,0.502345,0.000011,DEIMOS 2011A,21.230,0.007
09,16,12.377,+,29,49,25.37,0.5,0.531197,0.000032,DEIMOS 2011A,21.531,0.009
09,16,12.377,+,29,49,25.37,0.5,0.531210,0.000107,DEIMOS 2011A,21.531,0.009
09,16,12.377,+,29,49,25.37,0.5,0.537600,NULL,LRIS 2007,21.531,0.009
09,16,12.455,+,29,54,27.12,0.5,0.537760,0.000017,DEIMOS 2012B,22.715,0.041
09,16,12.492,+,29,52,14.61,0.5,0.536350,0.000048,DEIMOS 2011A,21.445,0.010
09,16,12.582,+,29,49,23.63,0.5,0.379326,0.000052,DEIMOS 2011A,21.423,0.008
09,16,12.593,+,29,48,56.90,0.5,0.540891,0.000037,DEIMOS 2011A,21.350,0.008
09,16,12.686,+,29,52,22.75,0.5,0.538163,0.000036,DEIMOS 2011A,20.956,0.007
09,16,12.689,+,29,53,17.37,0.5,0.537241,0.000013,DEIMOS 2011A,21.304,0.006
09,16,12.858,+,29,53,53.66,0.5,0.266466,0.000017,DEIMOS 2011A,22.830,0.022
09,16,12.942,+,29,50,34.00,0.5,0.536702,0.000079,DEIMOS 2012B,23.465,0.034
09,16,13.059,+,29,51,55.31,0.5,0.536659,0.000052,DEIMOS 2011A,22.064,0.011
09,16,13.164,+,29,52,05.41,0.5,0.529281,0.000007,DEIMOS 2011A,21.076,0.005
09,16,13.197,+,29,49,51.75,0.5,0.806237,0.000081,DEIMOS 2011A,22.487,0.019
09,16,13.362,+,29,48,27.99,0.5,0.931069,0.000056,DEIMOS 2011A,21.393,0.009
09,16,13.363,+,29,50,00.94,0.5,1.045040,0.000107,DEIMOS 2011A,22.471,0.016
09,16,13.416,+,29,51,46.57,0.5,0.528266,0.000078,DEIMOS 2011A,21.683,0.011
09,16,13.446,+,29,49,37.62,0.5,0.377927,0.000021,DEIMOS 2011A,22.754,0.020
09,16,13.539,+,29,50,09.83,0.5,0.884727,0.000151,DEIMOS 2011A,23.195,0.033
09,16,13.576,+,29,48,29.83,0.5,0.931070,0.000107,DEIMOS 2011A,22.603,0.020
09,16,13.598,+,29,49,19.33,0.5,0.379815,0.000020,DEIMOS 2011A,19.491,0.003
09,16,13.598,+,29,49,19.33,0.5,0.931790,0.000107,DEIMOS 2011A,19.491,0.003
09,16,13.690,+,29,51,43.73,0.5,0.538844,0.000030,DEIMOS 2012B,22.717,0.027
09,16,13.887,+,29,53,49.03,0.5,0.156614,0.000003,DEIMOS 2011A,21.910,0.010
09,16,13.908,+,29,50,34.75,0.5,0.527011,0.000031,DEIMOS 2011A,19.982,0.003
09,16,14.084,+,29,50,30.00,0.5,0.559228,0.000009,DEIMOS 2012B,22.603,0.022
09,16,14.150,+,29,51,18.38,0.5,0.179863,0.000005,DEIMOS 2011A,21.831,0.011
09,16,14.178,+,29,49,59.61,0.5,0.535127,0.000057,DEIMOS 2011A,21.999,0.011
09,16,14.236,+,29,49,04.57,0.5,0.536027,0.000047,DEIMOS 2011A,21.841,0.009
09,16,14.253,+,29,50,46.64,0.5,0.534065,0.000098,DEIMOS 2011A,21.387,0.008
09,16,14.347,+,29,54,23.86,0.5,0.494741,0.000017,DEIMOS 2012B,22.707,0.021
09,16,14.384,+,29,52,18.08,0.5,0.536801,0.000077,DEIMOS 2011A,22.409,0.019
09,16,14.384,+,29,52,18.08,0.5,0.536560,NULL,DEIMOS 2011A,22.409,0.019
09,16,14.434,+,29,52,06.51,0.5,0.537149,0.000031,DEIMOS 2011A,22.324,0.020
09,16,14.473,+,29,51,57.65,0.5,0.530867,0.000049,DEIMOS 2011A,20.942,0.006
09,16,14.473,+,29,51,57.65,0.5,0.378900,NULL,LRIS 2007,20.942,0.006
09,16,14.537,+,29,54,59.37,0.5,0.502244,0.000098,DEIMOS 2011A,21.657,0.009
09,16,14.539,+,29,50,41.33,0.5,0.453935,0.000031,DEIMOS 2011A,21.453,0.009
09,16,14.636,+,29,49,36.08,0.5,0.530450,0.000049,DEIMOS 2011A,20.807,0.005
09,16,14.686,+,29,53,18.77,0.5,0.536491,0.000107,DEIMOS 2011A,23.197,0.035
09,16,14.686,+,29,53,18.77,0.5,0.306480,0.000107,DEIMOS 2011A,23.197,0.035
09,16,14.688,+,29,52,23.31,0.5,0.144762,0.000005,DEIMOS 2011A,18.212,0.001
09,16,14.753,+,29,50,00.55,0.5,0.590406,0.000037,DEIMOS 2011A,23.074,0.045
09,16,14.828,+,29,50,53.41,0.5,0.528759,0.000061,DEIMOS 2011A,21.692,0.011
09,16,14.848,+,29,54,00.71,0.5,0.535451,0.000043,DEIMOS 2011A,21.402,0.009
09,16,14.871,+,29,49,41.51,0.5,0.593121,0.000024,DEIMOS 2011A,20.129,0.004
09,16,14.985,+,29,51,17.32,1.27,0.349660,0.000013,DEIMOS 2011A,NULL,NULL
09,16,15.023,+,29,50,51.72,0.5,0.528443,0.000162,DEIMOS 2012B,22.958,0.025
09,16,15.023,+,29,51,15.24,0.5,0.527440,0.000107,DEIMOS 2011A,20.476,0.004
09,16,15.038,+,29,50,58.94,0.5,0.533035,0.000021,DEIMOS 2011A,20.349,0.004
09,16,15.038,+,29,50,58.94,0.5,0.530300,NULL,LRIS 2007,20.349,0.004
09,16,15.045,+,29,52,28.54,0.5,0.639450,0.000107,DEIMOS 2011A,22.109,0.018
09,16,15.159,+,29,52,33.67,0.5,0.531640,0.000053,DEIMOS 2011A,21.568,0.008
09,16,15.269,+,29,49,27.80,0.5,0.535155,0.000091,DEIMOS 2011A,20.890,0.006
09,16,15.489,+,29,51,09.81,0.5,1.045090,0.000111,DEIMOS 2011A,21.723,0.011
09,16,15.597,+,29,52,31.13,0.5,0.527559,0.000008,DEIMOS 2011A,21.519,0.008
09,16,15.716,+,29,50,05.80,0.5,0.530408,0.000024,DEIMOS 2011A,19.425,0.003
09,16,15.727,+,29,50,31.04,0.5,0.534317,0.000029,DEIMOS 2011A,20.393,0.004
09,16,15.727,+,29,50,31.04,0.5,0.530700,NULL,LRIS 2007,20.393,0.004
09,16,15.756,+,29,49,07.45,0.5,0.537336,0.000149,DEIMOS 2011A,22.527,0.017
09,16,15.780,+,29,51,05.11,0.5,0.367469,0.000004,DEIMOS 2011A,21.915,0.011
09,16,15.896,+,29,51,19.54,0.5,0.536600,NULL,LRIS 2007,20.532,0.004
09,16,15.915,+,29,53,05.30,0.5,0.455429,0.000007,DEIMOS 2011A,22.224,0.013
09,16,15.939,+,29,48,51.15,0.5,0.702266,0.000037,DEIMOS 2011A,21.618,0.009
09,16,16.009,+,29,49,08.49,0.5,0.535570,0.000068,DEIMOS 2011A,21.732,0.011
09,16,16.027,+,29,49,57.63,0.5,0.591306,0.000062,DEIMOS 2011A,22.189,0.014
09,16,16.032,+,29,50,56.02,0.5,0.537099,0.000077,DEIMOS 2011A,22.420,0.015
09,16,16.035,+,29,50,31.48,0.5,0.531830,0.000107,DEIMOS 2011A,20.338,0.004
09,16,16.035,+,29,50,31.48,0.5,0.531782,0.000023,DEIMOS 2011A,20.338,0.004
09,16,16.035,+,29,50,31.48,0.5,0.534400,NULL,LRIS 2007,20.338,0.004
09,16,16.111,+,29,49,05.66,0.5,0.542390,0.000060,DEIMOS 2011A,21.983,0.012
09,16,16.256,+,29,54,19.82,0.5,0.541572,0.000034,DEIMOS 2011A,23.303,0.036
09,16,16.281,+,29,52,37.55,0.5,0.537176,0.000032,DEIMOS 2011A,22.593,0.018
09,16,16.293,+,29,54,30.08,0.5,0.764755,0.000025,DEIMOS 2011A,23.169,0.028
09,16,16.331,+,29,49,24.42,0.5,0.534436,0.000042,DEIMOS 2011A,21.344,0.008
09,16,16.331,+,29,49,24.42,0.5,0.532400,NULL,LRIS 2007,21.344,0.008
09,16,16.347,+,29,51,57.91,0.5,0.530569,0.000043,DEIMOS 2011A,20.939,0.006
09,16,16.347,+,29,51,57.91,0.5,0.526000,NULL,LRIS 2007,20.939,0.006
09,16,16.410,+,29,50,13.98,0.5,0.453992,0.000004,DEIMOS 2011A,22.590,0.018
09,16,16.449,+,29,52,11.54,0.5,0.535382,0.000062,DEIMOS 2011A,22.550,0.019
09,16,16.472,+,29,49,34.80,0.5,0.526254,0.000096,DEIMOS 2011A,21.538,0.008
09,16,16.481,+,29,54,10.14,0.5,0.861859,0.000022,DEIMOS 2011A,21.374,0.009
09,16,16.554,+,29,50,31.28,0.5,0.528841,0.000066,DEIMOS 2012B,22.327,0.026
09,16,16.568,+,29,51,54.26,0.5,0.535298,0.000025,DEIMOS 2011A,19.903,0.003
09,16,16.568,+,29,51,54.26,0.5,0.527500,NULL,LRIS 2007,19.903,0.003
09,16,16.572,+,29,52,34.42,0.5,0.414376,0.000010,DEIMOS 2011A,20.933,0.005
09,16,16.629,+,29,48,50.59,0.5,0.536123,0.000049,DEIMOS 2011A,22.115,0.014
09,16,16.644,+,29,54,40.53,0.5,0.529040,0.000026,DEIMOS 2011A,20.359,0.004
09,16,16.725,+,29,47,32.35,1.27,0.638986,0.000202,DEIMOS 2011A,NULL,NULL
09,16,16.738,+,29,49,53.88,0.5,0.379495,0.000053,DEIMOS 2011A,21.632,0.008
09,16,16.775,+,29,49,07.38,0.5,0.535138,0.000083,DEIMOS 2011A,20.108,0.003
09,16,16.775,+,29,49,07.38,0.5,0.536172,0.000068,DEIMOS 2011A,20.108,0.003
09,16,16.843,+,29,50,51.53,0.5,0.527852,0.000031,DEIMOS 2012B,21.404,0.007
09,16,16.887,+,29,48,58.77,0.5,0.467222,0.000005,DEIMOS 2012B,22.105,0.018
09,16,16.910,+,29,49,03.60,0.5,0.539670,0.000107,DEIMOS 2011A,19.950,0.003
09,16,16.910,+,29,49,03.60,0.5,0.539616,0.000028,DEIMOS 2011A,19.950,0.003
09,16,16.910,+,29,49,03.60,0.5,0.605900,NULL,LRIS 2007,19.950,0.003
09,16,16.960,+,29,48,52.55,0.5,0.535516,0.000053,DEIMOS 2011A,21.740,0.012
09,16,16.995,+,29,49,12.73,0.5,0.528349,0.000044,DEIMOS 2012B,21.274,0.010
09,16,17.073,+,29,50,44.23,0.5,0.173320,0.000107,DEIMOS 2011A,24.811,0.041
09,16,17.091,+,29,53,00.45,0.5,0.525763,0.000062,DEIMOS 2011A,21.750,0.009
09,16,17.230,+,29,47,47.99,0.5,0.342853,0.000008,DEIMOS 2011A,20.329,0.004
09,16,17.262,+,29,50,45.57,0.5,0.534466,0.000024,DEIMOS 2011A,21.205,0.007
09,16,17.414,+,29,52,04.35,0.5,0.591423,0.000099,DEIMOS 2011A,21.979,0.012
09,16,17.480,+,29,49,32.61,0.5,0.589353,0.000045,DEIMOS 2012B,21.885,0.011
09,16,17.490,+,29,53,16.78,0.5,0.186050,0.000015,DEIMOS 2011A,19.881,0.002
09,16,17.525,+,29,55,11.06,0.5,0.589075,0.000107,DEIMOS 2011A,23.362,0.042
09,16,17.550,+,29,52,34.91,0.5,0.185958,0.000006,DEIMOS 2011A,21.368,0.010
09,16,17.670,+,29,50,09.63,0.5,0.531265,0.000056,DEIMOS 2012B,22.405,0.016
09,16,17.714,+,29,52,10.55,0.5,0.533275,0.000053,DEIMOS 2011A,21.857,0.011
09,16,17.738,+,29,49,16.70,0.5,0.539842,0.000048,DEIMOS 2011A,21.175,0.007
09,16,17.752,+,29,55,37.06,0.5,0.366128,0.000011,DEIMOS 2011A,22.466,0.016
09,16,17.760,+,29,48,22.54,0.5,0.101886,0.000047,DEIMOS 2011A,21.816,0.012
09,16,17.812,+,29,53,06.52,0.5,0.352117,0.000033,DEIMOS 2011A,20.652,0.004
09,16,17.916,+,29,50,34.70,0.5,0.532508,0.000051,DEIMOS 2012B,22.104,0.013
09,16,18.001,+,29,52,14.98,0.5,0.533876,0.000054,DEIMOS 2011A,21.623,0.009
09,16,18.008,+,29,47,02.03,0.5,0.500785,0.000028,DEIMOS 2011A,22.577,0.020
09,16,18.038,+,29,52,39.57,0.5,0.526265,0.000046,DEIMOS 2011A,21.628,0.009
09,16,18.134,+,29,50,19.10,0.5,0.535000,0.000066,DEIMOS 2011A,22.327,0.014
09,16,18.212,+,29,49,46.09,0.5,0.592720,0.000011,DEIMOS 2011A,19.988,0.003
09,16,18.277,+,29,47,53.91,0.5,0.538360,0.000016,DEIMOS 2012B,21.891,0.011
09,16,18.334,+,29,53,30.26,0.5,0.537780,NULL,DEIMOS 2011A,20.683,0.005
09,16,18.334,+,29,53,30.26,0.5,0.535389,0.000053,DEIMOS 2011A,20.683,0.005
09,16,18.426,+,29,52,36.44,0.5,0.265862,0.000012,DEIMOS 2011A,18.155,0.001
09,16,18.801,+,29,54,34.07,0.5,0.830180,0.000056,DEIMOS 2011A,21.346,0.009
09,16,18.893,+,29,50,06.69,0.5,0.532112,0.000094,DEIMOS 2012B,22.434,0.021
09,16,19.462,+,29,50,34.55,1.27,0.380083,0.000045,DEIMOS 2011A,NULL,NULL
09,16,19.471,+,29,50,34.22,1.27,0.380022,0.000027,DEIMOS 2011A,NULL,NULL
09,16,19.477,+,29,54,58.66,0.5,0.606815,0.000023,DEIMOS 2011A,21.653,0.009
09,16,19.557,+,29,52,53.64,0.5,0.353178,0.000077,DEIMOS 2011A,22.498,0.023
09,16,19.580,+,29,47,47.45,0.5,0.179163,0.000029,DEIMOS 2011A,20.293,0.003
09,16,19.619,+,29,52,02.99,0.5,0.529547,0.000043,DEIMOS 2011A,23.175,0.026
09,16,19.726,+,29,50,44.95,1.27,0.529104,0.000052,DEIMOS 2011A,NULL,NULL
09,16,19.750,+,29,51,17.44,0.5,0.592400,0.000005,DEIMOS 2011A,21.860,0.011
09,16,19.780,+,29,50,26.96,0.5,0.507974,0.000011,DEIMOS 2012B,21.551,0.008
09,16,19.796,+,29,51,19.87,0.5,0.702340,0.000018,DEIMOS 2011A,23.162,0.025
09,16,19.796,+,29,52,36.34,0.5,0.527682,0.000061,DEIMOS 2011A,21.221,0.008
09,16,19.808,+,29,53,05.65,0.5,0.661167,0.000016,DEIMOS 2011A,22.787,0.022
09,16,19.816,+,29,52,29.97,0.5,0.527316,0.000035,DEIMOS 2011A,21.419,0.008
09,16,19.835,+,29,54,07.58,0.5,0.533431,0.000032,DEIMOS 2011A,20.038,0.002
09,16,19.844,+,29,56,08.15,0.5,0.591902,0.000037,DEIMOS 2011A,20.470,0.004
09,16,19.875,+,29,52,11.15,0.5,0.536025,0.000086,DEIMOS 2011A,22.429,0.017
09,16,19.910,+,29,54,00.76,0.5,0.536414,0.000002,DEIMOS 2011A,22.476,0.015
09,16,19.933,+,29,51,01.10,0.5,0.367588,0.000032,DEIMOS 2011A,21.847,0.011
09,16,20.038,+,29,54,28.60,0.5,0.590778,0.000043,DEIMOS 2011A,22.009,0.012
09,16,20.181,+,29,55,32.52,0.5,0.445830,0.000025,DEIMOS 2011A,20.035,0.002
09,16,20.518,+,29,53,12.74,0.5,0.879857,0.000011,DEIMOS 2011A,22.274,0.015
09,16,20.544,+,29,50,44.41,1.27,1.119540,0.000020,DEIMOS 2011A,NULL,NULL
09,16,20.545,+,29,52,32.02,0.5,0.529271,0.000099,DEIMOS 2012B,22.368,0.018
09,16,20.591,+,29,53,38.64,0.5,0.528698,0.000032,DEIMOS 2011A,20.773,0.006
