RAh,RAm,RAs,DE-,DEd,DEm,DEs,PosErr,z,e_z,source,Rmag,e_Rmag
09,16,20.599,+,29,55,06.73,0.5,0.914280,0.000025,DEIMOS 2011A,23.431,0.036
09,16,20.651,+,29,49,05.97,0.5,0.771912,0.000028,DEIMOS 2011A,22.189,0.015
09,16,20.698,+,29,49,51.20,0.5,0.502966,0.000042,DEIMOS 2011A,20.552,0.004
09,16,20.960,+,29,54,25.43,0.5,0.501316,0.000035,DEIMOS 2011A,20.962,0.005
09,16,21.071,+,29,55,13.36,0.5,0.914012,0.000037,DEIMOS 2011A,21.851,0.012
09,16,21.074,+,29,51,14.56,0.5,0.591615,0.000062,DEIMOS 2011A,22.183,0.015
09,16,21.331,+,29,50,46.90,0.5,0.380414,0.000018,DEIMOS 2011A,22.235,0.016
09,16,21.758,+,29,51,12.94,0.5,0.815350,0.000107,DEIMOS 2012B,20.650,0.005
09,16,21.758,+,29,51,12.94,0.5,0.590400,0.000009,DEIMOS 2012B,20.650,0.005
09,16,21.819,+,29,54,25.18,0.5,0.593424,0.000015,DEIMOS 2011A,23.063,0.025
09,16,21.849,+,29,54,59.02,0.5,0.828601,0.000007,DEIMOS 2011A,21.828,0.010
09,16,22.104,+,29,47,04.15,0.5,0.611394,0.000017,DEIMOS 2011A,22.331,0.016
09,16,22.107,+,29,50,51.14,0.5,0.590704,0.000013,DEIMOS 2011A,23.480,0.034
09,16,22.412,+,29,48,44.62,0.5,0.380299,0.000079,DEIMOS 2011A,20.501,0.004
09,16,22.546,+,29,53,33.14,0.5,0.539560,NULL,DEIMOS 2011A,22.558,0.016
09,16,22.558,+,29,46,55.72,0.5,0.377217,0.000066,DEIMOS 2011A,22.154,0.014
09,16,22.630,+,29,51,05.29,1.27,0.532349,0.000095,DEIMOS 2011A,NULL,NULL
09,16,22.748,+,29,53,33.40,0.5,0.538378,0.000024,DEIMOS 2011A,21.831,0.011
09,16,22.755,+,29,52,30.97,0.5,0.529133,0.000034,DEIMOS 2011A,21.152,0.008
09,16,22.773,+,29,52,43.68,0.5,0.823110,0.000107,DEIMOS 2011A,22.073,0.014
09,16,22.919,+,29,46,10.90,0.5,0.808942,0.000054,DEIMOS 2011A,21.928,0.011
09,16,23.060,+,29,56,35.82,0.5,0.520458,0.000041,DEIMOS 2011A,21.191,0.007
09,16,23.101,+,29,47,04.72,0.5,0.531227,0.000080,DEIMOS 2011A,21.782,0.014
09,16,23.133,+,29,49,03.48,0.5,0.807715,0.000107,DEIMOS 2011A,22.364,0.014
09,16,23.166,+,29,52,44.91,0.5,0.655726,0.000041,DEIMOS 2011A,22.143,0.014
09,16,23.263,+,29,46,05.19,0.5,1.106200,0.000053,DEIMOS 2011A,22.679,0.019
09,16,23.264,+,29,53,04.54,0.5,0.524382,0.000037,DEIMOS 2011A,20.971,0.006
09,16,23.438,+,29,53,43.20,0.5,0.125198,0.000006,DEIMOS 2011A,22.384,0.017
09,16,23.505,+,29,48,14.18,0.5,0.216251,0.000107,DEIMOS 2011A,20.319,0.003
09,16,23.588,+,29,53,01.21,0.5,0.501966,0.000044,DEIMOS 2012B,21.133,0.006
09,16,23.640,+,29,57,03.49,0.5,0.101007,0.000003,DEIMOS 2011A,21.084,0.006
09,16,23.671,+,29,55,48.69,0.5,0.591152,0.000067,DEIMOS 2011A,22.130,0.012
09,16,23.692,+,29,55,38.00,0.5,0.592281,0.000036,DEIMOS 2011A,19.940,0.003
09,16,23.721,+,29,47,03.19,0.5,1.037420,0.000046,DEIMOS 2011A,23.039,0.025
09,16,23.911,+,29,55,38.46,0.5,0.593710,NULL,DEIMOS 2011A,21.506,0.007
09,16,24.116,+,29,52,30.98,0.5,0.476315,0.000076,DEIMOS 2011A,21.639,0.009
09,16,24.174,+,29,54,49.22,0.5,1.324740,0.000134,DEIMOS 2011A,19.238,0.001
09,16,24.228,+,29,53,06.44,0.5,0.535259,0.000068,DEIMOS 2011A,22.159,0.013
09,16,24.289,+,29,55,52.60,0.5,0.587042,0.000080,DEIMOS 2011A,20.923,0.008
09,16,24.306,+,29,48,35.30,0.5,0.668517,0.000029,DEIMOS 2011A,21.586,0.008
09,16,24.466,+,29,55,44.67,0.5,0.586922,0.000031,DEIMOS 2011A,20.622,0.005
09,16,24.511,+,29,51,40.76,0.5,0.533030,0.000107,DEIMOS 2011A,20.949,0.005
09,16,24.593,+,29,56,05.76,0.5,0.534017,0.000084,DEIMOS 2011A,21.920,0.014
09,16,24.603,+,29,50,21.51,0.5,0.186357,0.000015,DEIMOS 2011A,19.388,0.001
09,16,24.622,+,29,46,14.93,0.5,0.503804,0.000020,DEIMOS 2012B,22.455,0.016
09,16,24.636,+,29,51,44.85,0.5,0.532142,0.000020,DEIMOS 2011A,19.645,0.003
09,16,24.646,+,29,46,36.52,0.5,0.422119,0.000068,DEIMOS 2011A,20.206,0.005
09,16,24.680,+,29,48,41.38,0.5,0.668280,0.000024,DEIMOS 2011A,21.956,0.012
09,16,24.819,+,29,51,33.44,0.5,0.534714,0.000131,DEIMOS 2011A,22.405,0.018
09,16,24.890,+,29,52,48.03,0.5,0.535976,0.000050,DEIMOS 2011A,21.306,0.008
09,16,25.028,+,29,48,43.61,0.5,0.377742,0.000023,DEIMOS 2011A,20.453,0.004
09,16,25.031,+,29,47,52.07,0.5,0.379227,0.000102,DEIMOS 2011A,20.853,0.004
09,16,25.087,+,29,57,08.47,0.5,0.521306,0.000022,DEIMOS 2011A,22.560,0.020
09,16,25.200,+,29,52,13.31,0.5,0.536070,0.000107,DEIMOS 2011A,19.308,0.002
09,16,25.304,+,29,51,45.34,0.5,0.265140,0.000107,DEIMOS 2011A,21.492,0.008
09,16,25.339,+,29,53,10.30,0.5,0.451995,0.000010,DEIMOS 2011A,22.548,0.020
09,16,25.351,+,29,50,44.54,0.5,0.535768,0.000013,DEIMOS 2011A,22.531,0.018
09,16,25.354,+,29,51,50.20,0.5,0.264102,0.000024,DEIMOS 2011A,20.116,0.004
09,16,25.519,+,29,52,11.74,0.5,0.691469,0.000042,DEIMOS 2011A,21.675,0.008
09,16,25.545,+,29,52,23.40,0.5,0.241506,0.000030,DEIMOS 2011A,23.487,0.055
09,16,25.561,+,29,50,56.27,0.5,0.898906,0.000092,DEIMOS 2011A,21.606,0.011
09,16,25.582,+,29,51,31.55,0.5,0.528792,0.000036,DEIMOS 2011A,20.597,0.004
09,16,25.605,+,29,46,58.48,0.5,0.502866,0.000031,DEIMOS 2011A,21.964,0.011
09,16,25.636,+,29,47,10.84,0.5,0.507683,0.000083,DEIMOS 2011A,21.515,0.008
09,16,25.682,+,29,46,16.52,0.5,0.342642,0.000037,DEIMOS 2011A,21.585,0.011
09,16,25.702,+,29,48,21.23,0.5,0.531176,0.000032,DEIMOS 2012B,21.071,0.006
09,16,25.802,+,29,50,14.94,0.5,0.536079,0.000080,DEIMOS 2012B,22.632,0.020
09,16,25.815,+,29,52,07.69,0.5,0.532450,0.000107,DEIMOS 2011A,19.848,0.004
09,16,25.922,+,29,55,39.28,0.5,0.504889,0.000046,DEIMOS 2011A,20.792,0.005
09,16,25.926,+,29,51,17.90,0.5,0.539003,0.000049,DEIMOS 2011A,21.455,0.008
09,16,26.016,+,29,54,16.73,0.5,0.527244,0.000076,DEIMOS 2011A,21.917,0.013
09,16,26.034,+,29,54,59.19,0.5,0.530816,0.000061,DEIMOS 2011A,21.546,0.008
09,16,26.051,+,29,57,04.16,0.5,0.179662,0.000004,DEIMOS 2011A,22.470,0.016
09,16,26.086,+,29,51,51.89,0.5,0.538123,0.000046,DEIMOS 2011A,21.577,0.010
09,16,26.204,+,29,52,07.87,0.5,1.105000,0.000135,DEIMOS 2011A,22.381,0.014
09,16,26.218,+,29,55,17.36,0.5,0.534268,0.000077,DEIMOS 2011A,21.526,0.009
09,16,26.231,+,29,50,51.70,0.5,0.228752,0.000035,DEIMOS 2011A,22.053,0.015
09,16,26.346,+,29,54,58.47,0.5,0.532947,0.000021,DEIMOS 2011A,19.533,0.003
09,16,26.393,+,29,50,23.22,0.5,1.058850,0.000015,DEIMOS 2011A,23.038,0.059
09,16,26.479,+,29,52,12.93,0.5,0.530423,0.000044,DEIMOS 2011A,21.570,0.014
09,16,26.522,+,29,50,15.49,0.5,0.533263,0.000035,DEIMOS 2011A,21.097,0.008
09,16,26.533,+,29,46,15.84,0.5,0.336766,0.000021,DEIMOS 2011A,22.333,0.021
09,16,26.582,+,29,56,50.16,0.5,0.617456,0.000015,DEIMOS 2011A,22.092,0.016
09,16,26.622,+,29,56,24.89,0.5,0.532034,0.000032,DEIMOS 2011A,19.625,0.004
09,16,26.870,+,29,50,12.59,0.5,0.534786,0.000016,DEIMOS 2012B,22.008,0.013
09,16,27.035,+,29,54,39.78,0.5,0.534768,0.000075,DEIMOS 2011A,22.235,0.017
09,16,27.062,+,29,45,45.14,0.5,0.538028,0.000067,DEIMOS 2011A,21.405,0.007
09,16,27.133,+,29,52,20.65,0.5,0.530172,0.000039,DEIMOS 2011A,21.499,0.008
09,16,27.256,+,29,54,15.11,0.5,0.537574,0.000053,DEIMOS 2011A,21.990,0.012
09,16,27.331,+,29,48,20.48,0.5,0.534650,0.000026,DEIMOS 2012B,21.584,0.008
09,16,27.553,+,29,56,21.39,0.5,0.529880,0.000058,DEIMOS 2011A,22.020,0.011
09,16,27.554,+,29,46,54.32,0.5,0.808140,0.000118,DEIMOS 2011A,22.373,0.017
09,16,27.611,+,29,53,37.33,0.5,0.529629,0.000042,DEIMOS 2011A,21.564,0.009
09,16,27.668,+,29,50,18.78,0.5,0.769216,0.000127,DEIMOS 2011A,22.248,0.024
09,16,27.805,+,29,50,13.13,0.5,0.638811,0.000005,DEIMOS 2012B,21.006,0.005
09,16,28.073,+,29,51,09.35,0.5,0.733460,0.000069,DEIMOS 2011A,21.923,0.013
09,16,28.153,+,29,50,12.84,1.27,0.377930,0.000107,DEIMOS 2011A,NULL,NULL
09,16,28.207,+,29,53,04.84,0.5,0.528479,0.000029,DEIMOS 2011A,19.663,0.004
09,16,28.242,+,29,56,42.47,1.27,0.689859,0.000041,DEIMOS 2011A,NULL,NULL
09,16,28.288,+,29,54,42.72,0.5,0.503712,0.000023,DEIMOS 2011A,22.102,0.013
09,16,28.299,+,29,54,22.89,0.5,0.536755,0.000009,DEIMOS 2011A,22.500,0.021
09,16,28.408,+,29,49,04.50,0.5,0.520587,0.000011,DEIMOS 2012B,20.523,0.004
09,16,28.441,+,29,52,12.80,0.5,0.537828,0.000042,DEIMOS 2011A,21.221,0.009
09,16,28.473,+,29,55,14.89,0.5,0.494947,0.000007,DEIMOS 2011A,21.737,0.010
09,16,28.486,+,29,55,27.19,0.5,0.591956,0.000048,DEIMOS 2011A,21.217,0.007
09,16,28.626,+,29,51,23.03,0.5,0.730982,0.000018,DEIMOS 2011A,22.259,0.017
09,16,28.711,+,29,48,36.05,0.5,0.607170,0.000107,DEIMOS 2011A,20.909,0.005
09,16,28.765,+,29,56,27.14,0.5,0.593504,0.000034,DEIMOS 2011A,21.008,0.005
09,16,28.895,+,29,44,42.29,0.5,0.535169,0.000058,DEIMOS 2011A,21.363,0.010
09,16,28.928,+,29,48,34.86,0.5,1.034670,0.000241,DEIMOS 2011A,20.681,0.003
09,16,29.001,+,29,52,13.36,0.5,0.529696,0.000068,DEIMOS 2011A,22.334,0.018
09,16,29.015,+,29,56,28.38,0.5,0.730250,NULL,DEIMOS 2011A,23.305,0.040
09,16,29.100,+,29,57,29.05,1.27,0.183822,0.000003,DEIMOS 2011A,NULL,NULL
09,16,29.186,+,29,57,22.46,1.27,0.322265,0.000006,DEIMOS 2011A,NULL,NULL
09,16,29.361,+,29,47,35.42,0.5,0.534045,0.000043,DEIMOS 2012B,22.301,0.020
09,16,29.458,+,29,45,22.07,0.5,0.805583,0.000009,DEIMOS 2011A,21.487,0.008
09,16,29.471,+,29,48,02.30,0.5,0.532017,0.000192,DEIMOS 2011A,22.446,0.015
09,16,29.524,+,29,48,23.87,0.5,0.533526,0.000024,DEIMOS 2012B,20.015,0.002
09,16,29.536,+,29,48,33.85,0.5,0.349272,0.000047,DEIMOS 2012B,21.647,0.011
09,16,29.569,+,29,48,26.29,0.5,0.534550,0.000107,DEIMOS 2012B,19.627,0.002
09,16,29.616,+,29,49,14.47,0.5,0.144091,0.000001,DEIMOS 2011A,20.246,0.003
09,16,29.621,+,29,52,35.41,0.5,0.501773,0.000051,DEIMOS 2011A,22.440,0.015
09,16,29.650,+,29,50,08.15,0.5,0.377315,0.000022,DEIMOS 2012B,19.789,0.003
09,16,29.705,+,29,55,24.97,0.5,0.528661,0.000049,DEIMOS 2011A,21.514,0.009
09,16,29.905,+,29,44,56.53,0.5,0.534894,0.000134,DEIMOS 2011A,22.149,0.013
09,16,30.046,+,29,46,47.52,0.5,0.379660,4.720000,DEIMOS 2011A,21.372,0.008
09,16,30.095,+,29,53,48.40,0.5,0.352938,0.000003,DEIMOS 2011A,20.709,0.005
09,16,30.095,+,29,53,48.40,0.5,0.743120,0.000107,DEIMOS 2011A,20.709,0.005
09,16,30.192,+,29,45,15.85,0.5,0.322530,0.000016,DEIMOS 2011A,22.195,0.016
09,16,30.221,+,29,52,29.94,0.5,0.589221,0.000013,DEIMOS 2011A,21.969,0.011
09,16,30.333,+,29,46,42.74,0.5,0.217750,0.000084,DEIMOS 2011A,20.982,0.005
09,16,30.399,+,29,46,47.52,0.5,0.500713,0.000026,DEIMOS 2012B,22.607,0.021
09,16,30.410,+,29,44,36.42,0.5,0.423055,0.000028,DEIMOS 2011A,21.887,0.013
09,16,30.475,+,29,46,37.36,0.5,0.343413,0.000032,DEIMOS 2011A,19.484,0.002
09,16,30.506,+,29,52,35.58,0.5,0.490677,0.000019,DEIMOS 2011A,20.359,0.003
09,16,30.585,+,29,53,07.18,0.5,0.533399,0.000029,DEIMOS 2011A,20.698,0.004
09,16,30.740,+,29,55,09.94,0.5,0.178469,0.000021,DEIMOS 2011A,22.964,0.024
09,16,30.765,+,29,45,48.63,0.5,0.353131,0.000012,DEIMOS 2011A,21.212,0.008
09,16,30.807,+,29,51,52.30,0.5,0.531321,0.000053,DEIMOS 2011A,21.881,0.010
09,16,30.858,+,29,54,44.42,0.5,0.532653,0.000011,DEIMOS 2011A,22.078,0.012
09,16,30.952,+,29,52,45.62,0.5,0.530517,0.000017,DEIMOS 2011A,21.279,0.008
09,16,31.041,+,29,57,51.55,0.5,0.366133,0.000018,DEIMOS 2011A,21.451,0.007
09,16,31.310,+,29,52,00.30,0.5,0.529383,0.000038,DEIMOS 2011A,21.833,0.009
09,16,31.318,+,29,46,46.24,0.5,0.520465,0.000043,DEIMOS 2011A,21.864,0.010
09,16,31.363,+,29,52,34.32,0.5,0.179152,0.000002,DEIMOS 2011A,21.136,0.008
09,16,31.386,+,29,56,03.28,0.5,0.639908,0.000012,DEIMOS 2011A,21.903,0.011
09,16,31.424,+,29,46,23.57,0.5,0.379198,0.000047,DEIMOS 2012B,21.166,0.006
09,16,31.432,+,29,44,11.61,0.5,0.525922,0.000140,DEIMOS 2011A,21.921,0.012
09,16,31.457,+,29,54,11.42,0.5,0.534064,0.000039,DEIMOS 2011A,22.271,0.016
09,16,31.611,+,29,46,26.92,0.5,0.534698,0.000112,DEIMOS 2011A,22.379,0.016
09,16,31.677,+,29,53,46.23,0.5,0.533252,0.000019,DEIMOS 2011A,20.036,0.003
09,16,31.726,+,29,54,55.23,0.5,0.178969,0.000009,DEIMOS 2011A,22.201,0.015
09,16,31.912,+,29,48,25.39,0.5,0.833204,0.000107,DEIMOS 2011A,23.154,0.030
09,16,31.954,+,29,48,20.75,0.5,0.830356,0.000009,DEIMOS 2011A,23.348,0.030
09,16,31.996,+,29,45,08.40,0.5,0.535323,0.000086,DEIMOS 2011A,22.120,0.016
09,16,32.033,+,29,55,03.42,0.5,0.492075,0.000032,DEIMOS 2011A,20.782,0.005
09,16,32.081,+,29,45,16.30,0.5,0.536438,0.000070,DEIMOS 2011A,20.756,0.006
09,16,32.112,+,29,46,27.28,0.5,0.534904,0.000082,DEIMOS 2011A,20.910,0.005
09,16,32.149,+,29,53,50.75,0.5,0.535205,0.000006,DEIMOS 2011A,22.393,0.016
09,16,32.166,+,29,55,28.81,0.5,0.504407,0.000031,DEIMOS 2011A,22.273,0.017
09,16,32.343,+,29,50,04.50,0.5,0.420937,0.000048,DEIMOS 2011A,20.439,0.004
09,16,32.352,+,29,55,25.38,0.5,0.594980,0.000029,DEIMOS 2011A,21.238,0.006
09,16,32.415,+,29,56,47.92,0.5,0.183976,0.000018,DEIMOS 2011A,22.565,0.019
09,16,32.425,+,29,55,27.51,0.5,0.528380,0.000107,DEIMOS 2011A,21.706,0.007
09,16,32.466,+,29,48,53.04,0.5,0.240080,0.000004,DEIMOS 2011A,20.073,0.004
09,16,32.640,+,29,47,34.88,0.5,0.520128,0.000022,DEIMOS 2012B,21.593,0.008
09,16,32.750,+,29,54,58.08,0.5,0.527219,0.000032,DEIMOS 2011A,20.541,0.004
09,16,32.863,+,29,56,49.78,0.5,0.418788,0.000014,DEIMOS 2011A,22.431,0.021
09,16,32.866,+,29,57,16.76,0.5,0.185624,0.000034,DEIMOS 2011A,20.591,0.004
09,16,32.911,+,29,54,57.88,0.5,0.589993,0.000050,DEIMOS 2011A,21.849,0.006
09,16,33.213,+,29,55,53.80,1.27,0.974960,0.000107,DEIMOS 2011A,NULL,NULL
09,16,33.265,+,29,57,31.34,0.5,0.528030,0.000100,DEIMOS 2011A,22.534,0.016
09,16,33.267,+,29,48,22.29,0.5,0.455434,0.000008,DEIMOS 2011A,22.492,0.020
09,16,33.511,+,29,55,22.14,0.5,0.639516,0.000042,DEIMOS 2011A,22.239,0.016
09,16,33.517,+,29,46,38.27,0.5,0.831855,0.000059,DEIMOS 2011A,22.141,0.014
09,16,33.574,+,29,53,03.46,0.5,0.592013,0.000006,DEIMOS 2011A,22.296,0.015
09,16,33.593,+,29,55,55.33,0.5,0.504569,0.000008,DEIMOS 2011A,23.422,0.040
09,16,33.706,+,29,55,34.33,0.5,0.563447,0.000002,DEIMOS 2011A,21.782,0.008
09,16,33.855,+,29,44,46.49,0.5,0.537995,0.000028,DEIMOS 2011A,20.738,0.005
09,16,33.932,+,29,54,11.41,0.5,0.533956,0.000137,DEIMOS 2011A,23.391,0.033
09,16,34.069,+,29,47,05.46,0.5,0.036262,0.000002,DEIMOS 2011A,19.576,0.002
09,16,34.130,+,29,57,13.33,0.5,0.567177,0.000008,DEIMOS 2011A,22.604,0.024
09,16,34.208,+,29,49,11.58,0.5,0.529912,0.000024,DEIMOS 2012B,22.951,0.024
09,16,34.240,+,29,46,30.91,0.5,0.525220,0.000059,DEIMOS 2011A,22.309,0.016
09,16,34.251,+,29,45,02.10,0.5,0.899415,0.000044,DEIMOS 2011A,22.914,0.024
09,16,34.387,+,29,53,21.60,0.5,0.590516,0.000063,DEIMOS 2011A,20.449,0.004
09,16,34.542,+,29,57,16.97,0.5,0.491898,0.000024,DEIMOS 2011A,21.371,0.008
09,16,34.607,+,29,56,39.41,0.5,0.589518,0.000009,DEIMOS 2011A,21.565,0.008
09,16,34.847,+,29,55,08.85,0.5,0.527733,0.000048,DEIMOS 2011A,21.300,0.007
09,16,35.252,+,29,53,59.44,0.5,0.532914,0.000023,DEIMOS 2011A,20.518,0.005
09,16,35.312,+,29,53,34.13,0.5,0.496742,0.000046,DEIMOS 2011A,21.705,0.008
09,16,35.358,+,29,55,39.57,0.5,0.367502,0.000041,DEIMOS 2011A,23.329,0.032
09,16,35.419,+,29,54,07.49,0.5,0.605536,0.000048,DEIMOS 2011A,22.151,0.012
09,16,35.700,+,29,56,21.31,0.5,0.492464,0.000015,DEIMOS 2011A,21.904,0.013
09,16,35.797,+,29,53,39.01,0.5,1.104160,0.000079,DEIMOS 2011A,23.488,0.038
09,16,35.921,+,29,54,44.62,0.5,0.533412,0.000080,DEIMOS 2011A,22.508,0.017
09,16,36.064,+,29,57,20.02,0.5,0.492024,0.000035,DEIMOS 2011A,20.333,0.005
09,16,36.158,+,29,48,30.66,0.5,0.506709,0.000010,DEIMOS 2012B,22.047,0.011
09,16,36.167,+,29,54,28.15,0.5,0.504562,0.000020,DEIMOS 2011A,19.742,0.003
09,16,36.272,+,29,46,14.90,0.5,0.343024,0.000006,DEIMOS 2012B,20.330,0.004
09,16,36.287,+,29,55,05.44,0.5,0.513013,0.000035,DEIMOS 2011A,20.329,0.005
09,16,36.472,+,29,56,34.22,0.5,0.186031,0.000012,DEIMOS 2011A,22.260,0.016
09,16,36.861,+,29,55,08.78,0.5,0.495030,0.000043,DEIMOS 2011A,22.344,0.014
09,16,37.194,+,29,53,34.54,0.5,0.589508,0.000055,DEIMOS 2011A,21.685,0.009
09,16,37.225,+,29,48,27.61,0.5,0.241724,0.000009,DEIMOS 2011A,21.296,0.007
09,16,37.274,+,29,48,40.06,0.5,0.506949,0.000056,DEIMOS 2011A,21.482,0.007
09,16,37.370,+,29,55,35.98,0.5,0.524250,0.000107,DEIMOS 2011A,22.426,0.016
09,16,37.537,+,29,46,46.97,0.5,0.103861,0.000006,DEIMOS 2011A,21.500,0.007
09,16,37.604,+,29,56,52.95,0.5,0.347260,0.000003,DEIMOS 2011A,22.079,0.017
09,16,37.665,+,29,47,28.87,0.5,0.857095,0.000045,DEIMOS 2011A,21.272,0.009
09,16,37.696,+,29,57,05.59,0.5,0.534789,0.000021,DEIMOS 2011A,22.879,0.037
09,16,38.049,+,29,49,01.32,0.5,0.149929,0.000004,DEIMOS 2011A,21.398,0.008
09,16,38.057,+,29,57,10.29,0.5,0.313941,0.000029,DEIMOS 2011A,20.020,0.003
09,16,38.156,+,29,55,17.52,0.5,0.536178,0.000096,DEIMOS 2011A,22.110,0.041
09,16,38.265,+,29,56,06.74,0.5,0.524827,0.000082,DEIMOS 2011A,22.768,0.020
09,16,38.848,+,29,53,46.67,0.5,0.535924,0.000059,DEIMOS 2011A,21.547,0.009
09,16,38.884,+,29,48,18.14,0.5,0.853639,0.000034,DEIMOS 2012B,22.113,0.014
09,16,39.035,+,29,55,02.10,1.27,0.493035,0.000017,DEIMOS 2011A,NULL,NULL
09,16,39.339,+,29,56,49.20,1.27,0.530348,0.000009,DEIMOS 2011A,NULL,NULL
09,16,39.398,+,29,47,39.83,0.5,0.795531,0.000027,DEIMOS 2011A,18.836,0.002
09,16,40.028,+,29,46,35.79,0.5,0.659457,0.000033,DEIMOS 2012B,23.467,0.035
09,16,40.315,+,29,47,33.35,0.5,0.854100,0.000023,DEIMOS 2011A,23.466,0.039
09,16,40.403,+,29,47,00.11,0.5,0.482465,0.000014,DEIMOS 2011A,21.682,0.008
09,16,40.508,+,29,47,32.37,0.5,0.738730,0.000107,DEIMOS 2011A,22.100,0.013
09,16,40.539,+,29,48,44.08,0.5,0.217395,0.000019,DEIMOS 2011A,19.390,0.002
09,16,40.556,+,29,55,42.03,0.5,0.592900,0.000107,DEIMOS 2011A,23.192,0.035
09,16,40.556,+,29,55,42.03,0.5,0.535460,0.000020,DEIMOS 2011A,23.192,0.035
09,16,40.576,+,29,48,16.91,0.5,0.586648,0.000010,DEIMOS 2011A,21.770,0.011
09,16,40.792,+,29,56,45.18,0.5,0.350774,0.000005,DEIMOS 2011A,20.149,0.003
09,16,40.796,+,29,54,23.20,0.5,0.528038,0.000066,DEIMOS 2011A,22.149,0.011
09,16,41.020,+,29,54,05.21,0.5,0.894979,0.000021,DEIMOS 2011A,22.419,0.018
09,16,41.129,+,29,56,27.97,0.5,0.591780,0.000067,DEIMOS 2011A,21.737,0.011
09,16,41.159,+,29,54,13.67,0.5,0.536857,0.000003,DEIMOS 2011A,22.088,0.012
09,16,41.250,+,29,55,08.66,0.5,0.504688,0.000027,DEIMOS 2011A,20.734,0.005
09,16,41.650,+,29,55,33.68,0.5,0.505259,0.000017,DEIMOS 2011A,21.967,0.010
09,16,41.917,+,29,55,55.32,0.5,0.838649,0.000007,DEIMOS 2011A,22.274,0.014
09,16,41.972,+,29,54,50.81,0.5,0.241017,0.000001,DEIMOS 2011A,19.277,0.002
09,16,42.210,+,29,54,30.79,0.5,0.535289,0.000053,DEIMOS 2011A,21.763,0.011
09,16,42.308,+,29,48,34.44,0.5,0.216309,0.000012,DEIMOS 2012B,18.626,0.001
09,16,42.434,+,29,55,40.67,0.5,0.310934,0.000003,DEIMOS 2011A,22.348,0.017
09,16,42.496,+,29,48,19.59,0.5,0.856074,0.000095,DEIMOS 2012B,20.802,0.009
09,16,42.503,+,29,56,40.14,0.5,0.913795,0.000009,DEIMOS 2011A,22.968,0.028
09,16,42.661,+,29,55,54.84,0.5,0.840460,0.000018,DEIMOS 2011A,22.534,0.017
09,16,42.739,+,29,55,52.38,0.5,0.521365,0.000008,DEIMOS 2011A,22.237,0.016
09,16,43.126,+,29,54,26.09,0.5,0.533508,0.000017,DEIMOS 2011A,21.456,0.008
09,16,43.679,+,29,55,10.06,0.5,0.124055,0.000015,DEIMOS 2011A,21.775,0.014
09,16,44.432,+,29,47,51.84,0.5,0.366708,0.000009,DEIMOS 2012B,22.166,0.017
